OBJECTID,Codigo_Municipio,GR,Nome_Estado,Nome_municipio,Pop_Total,Total_Enfermeiros,Enfermeiros_SUS,Enfermeiros_100mil_hab_Ind,Enfermeiros_SUS_100mil_hab_Ind,Shape__Area,Shape__Length
319,5202155,Centro-Oeste,Goiás,Araguapaz,7770,6,6,77.2200772200772,77.2200772200772,2367988715.75879,323685.201295074
320,3103504,Sudeste,Minas Gerais,Araguari,117267,112,104,95.508540339567,88.6865017438836,3054165642.00098,384188.672289822
321,1702208,Norte,Tocantins,Araguatins,35761,29,29,81.093929140684,81.093929140684,2668670352.66113,353212.605371767
322,2100907,Nordeste,Maranhão,Araioses,46440,27,27,58.1395348837209,58.1395348837209,1799393035.25647,274052.914081016
323,5001243,Centro-Oeste,Mato Grosso do Sul,Aral Moreira,12149,11,11,90.5424314758416,90.5424314758416,1960481927.73535,298705.119995969
324,2902203,Nordeste,Bahia,Aramari,11397,6,6,52.6454330086865,52.6454330086865,388135596.398438,99175.6258507568
325,4300851,Sul,Rio Grande do Sul,Arambaré,3581,10,6,279.251605696733,167.55096341804,707599836.849609,144769.23182799
326,2100956,Nordeste,Maranhão,Arame,32701,19,19,58.1021987095196,58.1021987095196,3019011299.76147,335945.944422943
327,3503000,Sudeste,São Paulo,Aramina,5620,8,8,142.348754448399,142.348754448399,231306932.060547,89065.7428847494
328,3503109,Sudeste,São Paulo,Arandu,6357,9,9,141.576215195847,141.576215195847,339890054.551758,79695.7167218392
329,3103603,Sudeste,Minas Gerais,Arantina,2795,3,3,107.334525939177,107.334525939177,104371423.108398,60825.3628754113
330,3503158,Sudeste,São Paulo,Arapeí,2469,6,6,243.013365735115,243.013365735115,185158471.450195,92235.7097847263
331,2700300,Nordeste,Alagoas,Arapiraca,231747,345,335,148.869241025774,144.554190561259,358120033.298828,98543.3952563314
332,1702307,Norte,Tocantins,Arapoema,6643,16,16,240.855035375583,240.855035375583,1591036299.94922,216871.373487111
333,3103702,Sudeste,Minas Gerais,Araponga,8439,1,1,11.8497452304775,11.8497452304775,348756222.620117,125568.981526289
334,4101507,Sul,Paraná,Arapongas,123027,291,276,236.533443878173,224.340998317443,456162159.53418,119418.237022601
335,3103751,Sudeste,Minas Gerais,Araporã,6869,7,7,101.907118940166,101.907118940166,330640276.929688,113669.720999658
336,4101606,Sul,Paraná,Arapoti,28115,18,18,64.0227636492975,64.0227636492975,1639877684.49414,301039.622391018
337,3103801,Sudeste,Minas Gerais,Arapuá,2834,3,3,105.857445306987,105.857445306987,195640391.931641,87264.3996310552
338,4101655,Sul,Paraná,Arapuã,3068,4,4,130.378096479791,130.378096479791,263032419.613281,107500.177556713
339,5101258,Centro-Oeste,Mato Grosso,Araputanga,16822,8,6,47.5567708952562,35.6675781714422,1739929003.6748,275957.96694287
340,4201307,Sul,Santa Catarina,Araquari,38129,22,20,57.698864381442,52.4535130740381,481069572.65625,163730.195321166
341,2500908,Nordeste,Paraíba,Arara,13470,15,15,111.358574610245,111.358574610245,101203788.265137,57610.1766823692
342,4201406,Sul,Santa Catarina,Araranguá,68228,106,103,155.361435187899,150.964413437298,397467251.943359,119653.304070112
343,3503208,Sudeste,São Paulo,Araraquara,236072,411,305,174.099427293368,129.197871835711,1169734734.42285,217766.308579409
344,3503307,Sudeste,São Paulo,Araras,134236,204,135,151.971155278763,100.569146875652,757407371.430664,146474.254521403
345,2301257,Nordeste,Ceará,Ararendá,10935,14,14,128.029263831733,128.029263831733,348834386.664551,93310.7130998172
346,2101004,Nordeste,Maranhão,Arari,29848,20,20,67.0061645671402,67.0061645671402,1111865888.88684,229971.289041578
347,4300877,Sul,Rio Grande do Sul,Araricá,5698,8,8,140.40014040014,140.40014040014,46690441.8847656,37644.5896619904
348,2301307,Nordeste,Ceará,Araripe,21600,13,13,60.1851851851852,60.1851851851852,1124975917.70337,149640.069190042
349,2601102,Nordeste,Pernambuco,Araripina,84418,45,45,53.3061669312232,53.3061669312232,2087246092.15527,227378.19908994
350,3300209,Sudeste,Rio de Janeiro,Araruama,132400,130,127,98.1873111782478,95.9214501510574,754359816.200195,156733.724290814
351,2501005,Nordeste,Paraíba,Araruna,20312,26,26,128.00315084679,128.00315084679,246062970.64502,79761.8309556131
352,4101705,Sul,Paraná,Araruna,13970,13,13,93.0565497494631,93.0565497494631,593212744.525391,168310.10275132
353,2902252,Nordeste,Bahia,Arataca,11019,7,7,63.5266358108721,63.5266358108721,471056582.864258,149605.326428676
354,4300901,Sul,Rio Grande do Sul,Aratiba,6235,10,10,160.384923817161,160.384923817161,436122823.886719,145616.183313159
355,2301406,Nordeste,Ceará,Aratuba,11847,14,14,118.173377226302,118.173377226302,116239924.234863,71714.8125509041
356,2902302,Nordeste,Bahia,Aratuípe,8825,8,8,90.6515580736544,90.6515580736544,184521712.636719,98543.0976676911
357,2800407,Nordeste,Sergipe,Arauá,10056,8,8,79.5544948289578,79.5544948289578,208144415.05127,91897.3009990768
358,4101804,Sul,Paraná,Araucária,143843,131,124,91.0715154717296,86.2050986144616,579477902.607422,161520.753624324
359,3103900,Sudeste,Minas Gerais,Araújos,9273,10,10,107.839965491211,107.839965491211,279086277.553711,99969.626471169
360,3104007,Sudeste,Minas Gerais,Araxá,106229,138,114,129.908028881002,107.315328206045,1319104196.62305,234793.938996085
361,3104106,Sudeste,Minas Gerais,Arceburgo,10772,12,12,111.399925733383,111.399925733383,188715859.564453,77797.2507304084
362,3503356,Sudeste,São Paulo,Arco-Íris,1791,2,2,111.669458403127,111.669458403127,308639875.420898,105487.941373351
363,3104205,Sudeste,Minas Gerais,Arcos,40092,36,35,89.7934750074828,87.2992118128305,582309856.214844,157768.760504489
364,2601201,Nordeste,Pernambuco,Arcoverde,74338,141,135,189.674190857973,181.602948693804,332525446.448975,105623.131888861
365,3104304,Sudeste,Minas Gerais,Areado,15070,12,12,79.628400796284,79.628400796284,328026897.213867,106585.403331838
366,3300225,Sudeste,Rio de Janeiro,Areal,12572,21,21,167.037861915368,167.037861915368,129850590.709961,71083.105782827
367,3503406,Sudeste,São Paulo,Arealva,8560,11,11,128.504672897196,128.504672897196,590881558.241211,115229.869051838
368,2501104,Nordeste,Paraíba,Areia,22819,31,31,135.851702528595,135.851702528595,272330185.992432,81484.1049705994
369,2401107,Nordeste,Rio Grande do Norte,Areia Branca,27774,19,19,68.4093036652985,68.4093036652985,335906821.046143,108123.527633926
370,2800506,Nordeste,Sergipe,Areia Branca,18542,16,16,86.2905835400712,86.2905835400712,154473930.763672,58310.879283856
371,2501153,Nordeste,Paraíba,Areia de Baraúnas,2128,0,0,0,0,114578065.224609,55278.875261573
